task,budget,method,sample_idx,score,rep_ratio,collapsed,onset_word_idx,dispersion_cv
gov_report,0.8,snapkv,40,11.866859623733719,0.5454545454545454,1,2,0.975123595674931
gov_report,0.8,snapkv,41,5.9171597633136095,0.9322916666666666,1,12,0.7499125195096514
gov_report,0.8,snapkv,42,0.0,0.90625,1,1,0.7474874730106672
gov_report,0.8,snapkv,43,22.727272727272727,0.23636363636363636,0,12,0.7583323549460126
gov_report,0.8,snapkv,44,3.8793103448275863,0.9162303664921466,1,15,0.7395650176350518
gov_report,0.8,snapkv,45,0.0,0.9791666666666666,1,0,0.7391640067407151
gov_report,0.8,snapkv,46,0.0,0.9183673469387755,1,3,0.7357468858453621
gov_report,0.8,snapkv,47,0.0,0.9791666666666666,1,0,0.7604566115799041
gov_report,0.8,snapkv,48,19.19191919191919,0.03680981595092025,0,92,0.7680719561850234
gov_report,0.8,snapkv,49,7.191780821917808,0.9395973154362416,1,0,0.7425481535036598
gov_report,0.8,pyramidkv,0,11.042944785276074,0.8228571428571428,1,8,0.40460310720561316
gov_report,0.8,pyramidkv,1,17.68368617683686,0.06918238993710692,0,8,0.41058958029541015
gov_report,0.8,pyramidkv,2,19.316493313521544,0.5316455696202531,1,9,0.41340637968301397
gov_report,0.8,pyramidkv,3,12.274368231046932,0.7037037037037037,1,1,0.40780401148656914
gov_report,0.8,pyramidkv,4,10.880829015544041,0.13043478260869565,0,10,0.399917004909609
gov_report,0.8,pyramidkv,5,12.536728697355533,0.06716417910447761,0,41,0.40495602824217686
gov_report,0.8,pyramidkv,6,14.847161572052403,0.4451219512195122,1,8,0.3961842066360131
gov_report,0.8,pyramidkv,7,21.453287197231834,0.015384615384615385,0,26,0.40878384532635903
gov_report,0.8,pyramidkv,8,13.3492252681764,0.022727272727272728,0,35,0.4034264669638885
gov_report,0.8,pyramidkv,9,15.030674846625766,0.7465753424657534,1,8,0.4102491849977983
gov_report,0.8,pyramidkv,10,14.469453376205788,0.04225352112676056,0,72,0.4058302082480886
gov_report,0.8,pyramidkv,11,21.05263157894737,0.01282051282051282,0,72,0.4094989439630404
gov_report,0.8,pyramidkv,12,14.207650273224044,0.03773584905660377,0,70,0.3996828825735629
gov_report,0.8,pyramidkv,13,14.756671899529042,0.020689655172413793,0,28,0.40054143020660216
