task,budget,method,sample_idx,score,rep_ratio,collapsed,onset,dispersion_cv,max_gap,recent500_coverage
qmsum,0.8,streaming,30,12.875536480686694,0.006097560975609756,0,29,16.20148632291638,1641.0,500
qmsum,0.8,streaming,31,4.878048780487805,0.04,0,55,22.628302438707095,3201.0,500
qmsum,0.8,streaming,32,9.467455621301776,0.01935483870967742,0,62,22.1314270497851,3062.0,500
qmsum,0.8,streaming,33,13.617021276595745,0.017964071856287425,0,5,20.393139713093806,2600.0,500
qmsum,0.8,streaming,34,4.25531914893617,0.0,0,,18.954264000184647,2246.0,500
qmsum,0.8,streaming,35,7.575757575757576,0.0,0,,20.648877318270845,2665.0,500
qmsum,0.8,streaming,36,14.37908496732026,0.0,0,,20.648877318270845,2665.0,500
qmsum,0.8,streaming,37,8.139534883720929,0.04,0,55,22.628302438707095,3201.0,500
qmsum,0.8,streaming,38,8.121827411167512,0.0,0,,20.36683909142766,2593.0,500
qmsum,0.8,streaming,39,12.549019607843137,0.006097560975609756,0,29,16.20148632291638,1641.0,500
qmsum,0.8,streaming,40,7.142857142857144,0.007936507936507936,0,62,17.945923985115062,2013.0,500
qmsum,0.8,streaming,41,11.711711711711713,0.017964071856287425,0,5,20.393139713093806,2600.0,500
qmsum,0.8,streaming,42,6.1349693251533735,0.014285714285714285,0,22,22.09688123008186,3052.0,500
qmsum,0.8,streaming,43,10.256410256410257,0.018633540372670808,0,18,17.867963717447953,1996.0,500
qmsum,0.8,streaming,44,6.9364161849710975,0.0,0,,18.954264000184647,2246.0,500
qmsum,0.8,streaming,45,15.544041450777199,0.0,0,,16.076073786521484,1616.0,500
qmsum,0.8,streaming,46,12.413793103448274,0.0,0,,16.076073786521484,1616.0,500
qmsum,0.8,streaming,47,5.405405405405405,0.0078125,0,23,13.304143793181405,1107.0,500
qmsum,0.8,streaming,48,5.031446540880503,0.014285714285714285,0,22,22.09688123008186,3052.0,500
qmsum,0.8,streaming,49,9.734513274336283,0.017964071856287425,0,5,20.393139713093806,2600.0,500
qmsum,0.8,h2o,0,6.329113924050632,0.702247191011236,1,7,0.40744978485012956,5.0,401
qmsum,0.8,h2o,1,0.0,0.9192546583850931,1,0,0.4113372776459944,6.0,405
qmsum,0.8,h2o,2,4.137931034482759,0.9119496855345912,1,2,0.38683000676272195,5.0,407
qmsum,0.8,h2o,3,1.9704433497536946,0.8975903614457831,1,6,0.4058626359425205,5.0,395
qmsum,0.8,h2o,4,4.18848167539267,0.5819209039548022,1,8,0.40566996382337167,6.0,391
qmsum,0.8,h2o,5,4.739336492890995,0.827027027027027,1,17,0.3811834515807004,5.0,414
qmsum,0.8,h2o,6,1.1976047904191618,0.9431818181818182,1,2,0.4048502514224925,5.0,390
qmsum,0.8,h2o,7,2.4844720496894412,0.875,1,7,0.436472079337404,5.0,418
qmsum,0.8,h2o,8,3.703703703703704,0.8448275862068966,1,12,0.37080938271374153,4.0,399
qmsum,0.8,h2o,9,6.024096385542169,0.27741935483870966,0,15,0.3966695674893423,5.0,406
qmsum,0.8,h2o,10,1.01010101010101,0.8611111111111112,1,15,0.3728267998837571,4.0,421
qmsum,0.8,h2o,11,1.2048192771084338,0.875,1,7,0.436472079337404,5.0,418
qmsum,0.8,h2o,12,5.2631578947368425,0.9389312977099237,1,3,0.4328488106202999,6.0,409
qmsum,0.8,h2o,13,3.9603960396039604,0.7674418604651163,1,20,0.42063458682958654,8.0,401
qmsum,0.8,h2o,14,19.35483870967742,0.23668639053254437,0,0,0.4222557438363302,7.0,414
qmsum,0.8,h2o,15,15.261044176706825,0.5483870967741935,1,44,0.4090640125715476,6.0,405
qmsum,0.8,h2o,16,13.872832369942198,0.27741935483870966,0,15,0.3966695674893423,5.0,406
qmsum,0.8,h2o,17,1.8691588785046724,0.8611111111111112,1,15,0.3728267998837571,4.0,421
qmsum,0.8,h2o,18,3.5502958579881656,0.8731343283582089,1,10,0.41452775931827596,7.0,401
qmsum,0.8,h2o,19,3.0000000000000004,0.875,1,7,0.436472079337404,5.0,418
qmsum,0.8,h2o,20,3.2608695652173907,0.8098159509202454,1,22,0.3980735941408201,6.0,402
qmsum,0.8,h2o,21,1.1428571428571428,0.9122807017543859,1,0,0.42190747663720757,5.0,415
qmsum,0.8,h2o,22,1.0582010582010581,0.827027027027027,1,17,0.3811834515807004,5.0,414
qmsum,0.8,h2o,23,4.25531914893617,0.8975903614457831,1,6,0.4058626359425205,5.0,395
qmsum,0.8,h2o,24,15.286624203821656,0.2345679012345679,0,20,0.41033242342992066,6.0,412
qmsum,0.8,h2o,25,5.813953488372093,0.21637426900584794,0,13,0.41493758836783606,5.0,407
qmsum,0.8,h2o,26,6.0606060606060606,0.8098159509202454,1,22,0.3980735941408201,6.0,402
qmsum,0.8,h2o,27,0.0,0.9431818181818182,1,2,0.4048502514224925,5.0,390
qmsum,0.8,h2o,28,3.7209302325581395,0.7891891891891892,1,9,0.419151827423387,6.0,400
qmsum,0.8,h2o,29,23.111111111111114,0.27741935483870966,0,15,0.3966695674893423,5.0,406
qmsum,0.8,h2o,30,0.0,0.9192546583850931,1,0,0.4113372776459944,6.0,405
qmsum,0.8,h2o,31,8.333333333333332,0.3496932515337423,1,1,0.4262704482552644,5.0,396
qmsum,0.8,h2o,32,4.225352112676056,0.935064935064935,1,3,0.4173221805368938,6.0,418
qmsum,0.8,h2o,33,7.650273224043715,0.9389312977099237,1,3,0.4328488106202999,6.0,409
qmsum,0.8,h2o,34,3.896103896103896,0.8681318681318682,1,12,0.3816589326327399,5.0,384
qmsum,0.8,h2o,35,3.4482758620689653,0.8098159509202454,1,22,0.3980735941408201,6.0,402
qmsum,0.8,h2o,36,3.0769230769230775,0.8098159509202454,1,22,0.3980735941408201,6.0,402
qmsum,0.8,h2o,37,4.545454545454546,0.3496932515337423,1,1,0.4262704482552644,5.0,396
qmsum,0.8,h2o,38,4.878048780487805,0.7674418604651163,1,20,0.42063458682958654,8.0,401
qmsum,0.8,h2o,39,4.694835680751173,0.9192546583850931,1,0,0.4113372776459944,6.0,405
qmsum,0.8,h2o,40,10.232558139534884,0.5819209039548022,1,8,0.40566996382337167,6.0,391
qmsum,0.8,h2o,41,0.0,0.9389312977099237,1,3,0.4328488106202999,6.0,409
qmsum,0.8,h2o,42,7.453416149068322,0.8731343283582089,1,10,0.41452775931827596,7.0,401
qmsum,0.8,h2o,43,9.574468085106384,0.48554913294797686,1,23,0.4045272024240253,5.0,400
qmsum,0.8,h2o,44,2.877697841726619,0.8681318681318682,1,12,0.3816589326327399,5.0,384
qmsum,0.8,h2o,45,12.658227848101266,0.5536723163841808,1,11,0.4134394180465211,6.0,392
qmsum,0.8,h2o,46,8.465608465608467,0.5536723163841808,1,11,0.4134394180465211,6.0,392
qmsum,0.8,h2o,47,2.285714285714286,0.702247191011236,1,7,0.40744978485012956,5.0,401
qmsum,0.8,h2o,48,1.2738853503184715,0.8731343283582089,1,10,0.41452775931827596,7.0,401
qmsum,0.8,h2o,49,1.1494252873563218,0.9389312977099237,1,3,0.4328488106202999,6.0,409
qmsum,0.8,snapkv,0,2.8368794326241136,0.8647058823529412,1,6,0.6905774754158721,13.0,408
qmsum,0.8,snapkv,1,8.64864864864865,0.574585635359116,1,13,0.7323945871743298,14.0,412
qmsum,0.8,snapkv,2,3.7974683544303804,0.75,1,0,0.7552243242833407,15.0,437
qmsum,0.8,snapkv,3,7.9207920792079225,0.0,0,,0.6789641616269898,14.0,375
qmsum,0.8,snapkv,4,0.0,0.9647058823529412,1,0,0.7038501934910298,21.0,405
qmsum,0.8,snapkv,5,4.938271604938271,0.12598425196850394,0,25,0.7346172000395615,13.0,431
qmsum,0.8,snapkv,6,6.896551724137932,0.7142857142857143,1,12,0.7705003776368412,15.0,401
qmsum,0.8,snapkv,7,3.6585365853658534,0.39204545454545453,1,19,0.7853499127939776,15.0,426
qmsum,0.8,snapkv,8,1.282051282051282,0.8941176470588236,1,0,0.7445567409487569,13.0,433
qmsum,0.8,snapkv,9,2.5423728813559325,0.9595959595959596,1,6,0.6280543893281777,8.0,403
qmsum,0.8,snapkv,10,3.4682080924855496,0.7777777777777778,1,28,0.7373350980229646,13.0,427
qmsum,0.8,snapkv,11,5.9171597633136095,0.39204545454545453,1,19,0.7853499127939776,15.0,426
qmsum,0.8,snapkv,12,12.355212355212354,0.5026455026455027,1,20,0.7739778941817502,14.0,393
qmsum,0.8,snapkv,13,10.294117647058824,0.0,0,,0.7212830847580384,14.0,411
qmsum,0.8,snapkv,14,17.511520737327192,0.4342857142857143,1,0,0.7392572647551876,15.0,416
qmsum,0.8,snapkv,15,19.718309859154928,0.012987012987012988,0,6,0.7187774330190828,14.0,411
qmsum,0.8,snapkv,16,1.646090534979424,0.9595959595959596,1,6,0.6280543893281777,8.0,403
qmsum,0.8,snapkv,17,4.232804232804233,0.7777777777777778,1,28,0.7373350980229646,13.0,427
qmsum,0.8,snapkv,18,5.825242718446602,0.0,0,,0.708152733282113,15.0,397
qmsum,0.8,snapkv,19,6.896551724137931,0.39204545454545453,1,19,0.7853499127939776,15.0,426
qmsum,0.8,snapkv,20,6.829268292682928,0.6994535519125683,1,17,0.680067679723063,16.0,402
qmsum,0.8,snapkv,21,10.42654028436019,0.0,0,,0.7691362307141261,17.0,409
qmsum,0.8,snapkv,22,4.285714285714286,0.12598425196850394,0,25,0.7346172000395615,13.0,431
qmsum,0.8,snapkv,23,9.30232558139535,0.0,0,,0.6789641616269898,14.0,375
qmsum,0.8,snapkv,24,13.333333333333334,0.058823529411764705,0,0,0.7412075996994667,14.0,426
qmsum,0.8,snapkv,25,5.405405405405405,0.810126582278481,1,3,0.6931084724010033,13.0,405
qmsum,0.8,snapkv,26,7.936507936507936,0.6994535519125683,1,17,0.680067679723063,16.0,402
qmsum,0.8,snapkv,27,8.383233532934131,0.7142857142857143,1,12,0.7705003776368412,15.0,401
qmsum,0.8,snapkv,28,5.5813953488372094,0.4175824175824176,1,19,0.7525759091337407,14.0,419
qmsum,0.8,snapkv,29,6.101694915254237,0.9595959595959596,1,6,0.6280543893281777,8.0,403
qmsum,0.8,snapkv,30,7.2727272727272725,0.574585635359116,1,13,0.7323945871743298,14.0,412
qmsum,0.8,snapkv,31,15.09433962264151,0.4642857142857143,1,0,0.7519750468791384,15.0,390
qmsum,0.8,snapkv,32,10.344827586206899,0.6559139784946236,1,6,0.7091462163125194,18.0,434
qmsum,0.8,snapkv,33,12.698412698412698,0.5026455026455027,1,20,0.7739778941817502,14.0,393
qmsum,0.8,snapkv,34,0.0,0.8985507246376812,1,0,0.7432664118603399,16.0,392
qmsum,0.8,snapkv,35,5.128205128205129,0.6994535519125683,1,17,0.680067679723063,16.0,402
qmsum,0.8,snapkv,36,8.333333333333334,0.6994535519125683,1,17,0.680067679723063,16.0,402
qmsum,0.8,snapkv,37,9.836065573770494,0.4642857142857143,1,0,0.7519750468791384,15.0,390
qmsum,0.8,snapkv,38,10.071942446043165,0.0,0,,0.7212830847580384,14.0,411
qmsum,0.8,snapkv,39,9.090909090909092,0.574585635359116,1,13,0.7323945871743298,14.0,412
qmsum,0.8,snapkv,40,0.0,0.9647058823529412,1,0,0.7038501934910298,21.0,405
qmsum,0.8,snapkv,41,9.205020920502092,0.5026455026455027,1,20,0.7739778941817502,14.0,393
qmsum,0.8,snapkv,42,6.315789473684211,0.0,0,,0.708152733282113,15.0,397
qmsum,0.8,snapkv,43,0.0,0.9647058823529412,1,0,0.6898437047704423,15.0,394
qmsum,0.8,snapkv,44,1.4184397163120568,0.8985507246376812,1,0,0.7432664118603399,16.0,392
qmsum,0.8,snapkv,45,0.9345794392523363,0.9595375722543352,1,0,0.669047533430744,14.0,403
qmsum,0.8,snapkv,46,0.0,0.9595375722543352,1,0,0.669047533430744,14.0,403
qmsum,0.8,snapkv,47,1.2658227848101267,0.8647058823529412,1,6,0.6905774754158721,13.0,408
qmsum,0.8,snapkv,48,6.593406593406594,0.0,0,,0.708152733282113,15.0,397
qmsum,0.8,snapkv,49,9.876543209876543,0.5026455026455027,1,20,0.7739778941817502,14.0,393
qmsum,0.8,pyramidkv,0,6.329113924050632,0.702247191011236,1,7,0.40744978485012956,5.0,404
qmsum,0.8,pyramidkv,1,0.0,0.9192546583850931,1,0,0.4113372776459944,6.0,407
qmsum,0.8,pyramidkv,2,4.137931034482759,0.9119496855345912,1,2,0.38683000676272195,5.0,411
qmsum,0.8,pyramidkv,3,1.9704433497536946,0.8975903614457831,1,6,0.4058626359425205,5.0,397
qmsum,0.8,pyramidkv,4,3.3707865168539324,0.7471910112359551,1,8,0.4058660441434404,6.0,393
qmsum,0.8,pyramidkv,5,1.0582010582010581,0.7440476190476191,1,29,0.3810522157444663,5.0,417
qmsum,0.8,pyramidkv,6,1.1976047904191618,0.9431818181818182,1,2,0.4048502514224925,5.0,395
qmsum,0.8,pyramidkv,7,2.4844720496894412,0.875,1,7,0.43658662456946584,5.0,422
qmsum,0.8,pyramidkv,8,3.703703703703704,0.8448275862068966,1,12,0.3712137483653938,4.0,405
qmsum,0.8,pyramidkv,9,6.024096385542169,0.27741935483870966,0,15,0.3970585219273482,5.0,408
qmsum,0.8,pyramidkv,10,1.01010101010101,0.8611111111111112,1,15,0.3728267998837571,4.0,424
qmsum,0.8,pyramidkv,11,1.2048192771084338,0.875,1,7,0.43658662456946584,5.0,422
qmsum,0.8,pyramidkv,12,5.2631578947368425,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,pyramidkv,13,7.291666666666667,0.7530864197530864,1,21,0.42063458682958654,8.0,405
qmsum,0.8,pyramidkv,14,19.35483870967742,0.23668639053254437,0,0,0.4222557438363302,7.0,416
qmsum,0.8,pyramidkv,15,15.261044176706825,0.5483870967741935,1,44,0.40927513117298964,6.0,407
qmsum,0.8,pyramidkv,16,13.872832369942198,0.27741935483870966,0,15,0.3970585219273482,5.0,408
qmsum,0.8,pyramidkv,17,1.8691588785046724,0.8611111111111112,1,15,0.3728267998837571,4.0,424
qmsum,0.8,pyramidkv,18,4.347826086956522,0.9444444444444444,1,0,0.41452775931827596,7.0,404
qmsum,0.8,pyramidkv,19,3.0000000000000004,0.875,1,7,0.43658662456946584,5.0,422
qmsum,0.8,pyramidkv,20,3.2608695652173907,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,pyramidkv,21,2.1621621621621623,0.9117647058823529,1,3,0.42226293881863525,5.0,419
qmsum,0.8,pyramidkv,22,1.197604790419162,0.7440476190476191,1,29,0.3810522157444663,5.0,417
qmsum,0.8,pyramidkv,23,4.25531914893617,0.8975903614457831,1,6,0.4058626359425205,5.0,397
qmsum,0.8,pyramidkv,24,15.286624203821656,0.2345679012345679,0,20,0.40884926052147746,6.0,416
qmsum,0.8,pyramidkv,25,3.428571428571429,0.9333333333333333,1,2,0.41464911721819386,5.0,412
qmsum,0.8,pyramidkv,26,6.0606060606060606,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,pyramidkv,27,0.0,0.9431818181818182,1,2,0.4048502514224925,5.0,395
qmsum,0.8,pyramidkv,28,3.7209302325581395,0.7891891891891892,1,9,0.4195031376144059,6.0,404
qmsum,0.8,pyramidkv,29,23.111111111111114,0.27741935483870966,0,15,0.3970585219273482,5.0,408
qmsum,0.8,pyramidkv,30,0.0,0.9192546583850931,1,0,0.4113372776459944,6.0,407
qmsum,0.8,pyramidkv,31,8.333333333333332,0.3496932515337423,1,1,0.426153137151654,5.0,400
qmsum,0.8,pyramidkv,32,4.225352112676056,0.935064935064935,1,3,0.4173221805368938,6.0,420
qmsum,0.8,pyramidkv,33,7.650273224043715,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,pyramidkv,34,3.896103896103896,0.8681318681318682,1,12,0.3818456786979584,5.0,387
qmsum,0.8,pyramidkv,35,3.4482758620689653,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,pyramidkv,36,3.0769230769230775,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,pyramidkv,37,4.545454545454546,0.3496932515337423,1,1,0.426153137151654,5.0,400
qmsum,0.8,pyramidkv,38,5.128205128205128,0.7530864197530864,1,21,0.42063458682958654,8.0,405
qmsum,0.8,pyramidkv,39,4.694835680751173,0.9192546583850931,1,0,0.4113372776459944,6.0,407
qmsum,0.8,pyramidkv,40,7.920792079207921,0.7471910112359551,1,8,0.4058660441434404,6.0,393
qmsum,0.8,pyramidkv,41,0.0,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,pyramidkv,42,2.2727272727272725,0.9444444444444444,1,0,0.41452775931827596,7.0,404
qmsum,0.8,pyramidkv,43,9.574468085106384,0.48554913294797686,1,23,0.4045272024240253,5.0,402
qmsum,0.8,pyramidkv,44,2.877697841726619,0.8681318681318682,1,12,0.3818456786979584,5.0,387
qmsum,0.8,pyramidkv,45,12.658227848101266,0.5536723163841808,1,11,0.4141578844305449,6.0,394
qmsum,0.8,pyramidkv,46,8.465608465608467,0.5536723163841808,1,11,0.4141578844305449,6.0,394
qmsum,0.8,pyramidkv,47,2.285714285714286,0.702247191011236,1,7,0.40744978485012956,5.0,404
qmsum,0.8,pyramidkv,48,1.1627906976744187,0.9444444444444444,1,0,0.41452775931827596,7.0,404
qmsum,0.8,pyramidkv,49,1.1494252873563218,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,adakv,0,6.329113924050632,0.702247191011236,1,7,0.40744978485012956,5.0,404
qmsum,0.8,adakv,1,0.0,0.9192546583850931,1,0,0.4113372776459944,6.0,407
qmsum,0.8,adakv,2,4.137931034482759,0.9119496855345912,1,2,0.38683000676272195,5.0,411
qmsum,0.8,adakv,3,1.9704433497536946,0.8975903614457831,1,6,0.4058626359425205,5.0,397
qmsum,0.8,adakv,4,3.3707865168539324,0.7471910112359551,1,8,0.4058660441434404,6.0,393
qmsum,0.8,adakv,5,1.0582010582010581,0.7440476190476191,1,29,0.3810522157444663,5.0,417
qmsum,0.8,adakv,6,1.1976047904191618,0.9431818181818182,1,2,0.4048502514224925,5.0,395
qmsum,0.8,adakv,7,2.4844720496894412,0.875,1,7,0.43658662456946584,5.0,422
qmsum,0.8,adakv,8,3.703703703703704,0.8448275862068966,1,12,0.3712137483653938,4.0,405
qmsum,0.8,adakv,9,6.024096385542169,0.27741935483870966,0,15,0.3970585219273482,5.0,408
qmsum,0.8,adakv,10,1.01010101010101,0.8611111111111112,1,15,0.3728267998837571,4.0,424
qmsum,0.8,adakv,11,1.2048192771084338,0.875,1,7,0.43658662456946584,5.0,422
qmsum,0.8,adakv,12,5.2631578947368425,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,adakv,13,7.291666666666667,0.7530864197530864,1,21,0.42063458682958654,8.0,405
qmsum,0.8,adakv,14,19.35483870967742,0.23668639053254437,0,0,0.4222557438363302,7.0,416
qmsum,0.8,adakv,15,15.261044176706825,0.5483870967741935,1,44,0.40927513117298964,6.0,407
qmsum,0.8,adakv,16,13.872832369942198,0.27741935483870966,0,15,0.3970585219273482,5.0,408
qmsum,0.8,adakv,17,1.8691588785046724,0.8611111111111112,1,15,0.3728267998837571,4.0,424
qmsum,0.8,adakv,18,4.347826086956522,0.9444444444444444,1,0,0.41452775931827596,7.0,404
qmsum,0.8,adakv,19,3.0000000000000004,0.875,1,7,0.43658662456946584,5.0,422
qmsum,0.8,adakv,20,3.2608695652173907,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,adakv,21,2.1621621621621623,0.9117647058823529,1,3,0.42226293881863525,5.0,419
qmsum,0.8,adakv,22,1.197604790419162,0.7440476190476191,1,29,0.3810522157444663,5.0,417
qmsum,0.8,adakv,23,4.25531914893617,0.8975903614457831,1,6,0.4058626359425205,5.0,397
qmsum,0.8,adakv,24,15.286624203821656,0.2345679012345679,0,20,0.40884926052147746,6.0,416
qmsum,0.8,adakv,25,3.428571428571429,0.9333333333333333,1,2,0.41464911721819386,5.0,412
qmsum,0.8,adakv,26,6.0606060606060606,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,adakv,27,0.0,0.9431818181818182,1,2,0.4048502514224925,5.0,395
qmsum,0.8,adakv,28,3.7209302325581395,0.7891891891891892,1,9,0.4195031376144059,6.0,404
qmsum,0.8,adakv,29,23.111111111111114,0.27741935483870966,0,15,0.3970585219273482,5.0,408
qmsum,0.8,adakv,30,0.0,0.9192546583850931,1,0,0.4113372776459944,6.0,407
qmsum,0.8,adakv,31,8.333333333333332,0.3496932515337423,1,1,0.426153137151654,5.0,400
qmsum,0.8,adakv,32,4.225352112676056,0.935064935064935,1,3,0.4173221805368938,6.0,420
qmsum,0.8,adakv,33,7.650273224043715,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,adakv,34,3.896103896103896,0.8681318681318682,1,12,0.3818456786979584,5.0,387
qmsum,0.8,adakv,35,3.4482758620689653,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,adakv,36,3.0769230769230775,0.8098159509202454,1,22,0.3983753423635908,6.0,404
qmsum,0.8,adakv,37,4.545454545454546,0.3496932515337423,1,1,0.426153137151654,5.0,400
qmsum,0.8,adakv,38,5.128205128205128,0.7530864197530864,1,21,0.42063458682958654,8.0,405
qmsum,0.8,adakv,39,4.694835680751173,0.9192546583850931,1,0,0.4113372776459944,6.0,407
qmsum,0.8,adakv,40,7.920792079207921,0.7471910112359551,1,8,0.4058660441434404,6.0,393
qmsum,0.8,adakv,41,0.0,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,adakv,42,2.2727272727272725,0.9444444444444444,1,0,0.41452775931827596,7.0,404
qmsum,0.8,adakv,43,9.574468085106384,0.48554913294797686,1,23,0.4045272024240253,5.0,402
qmsum,0.8,adakv,44,2.877697841726619,0.8681318681318682,1,12,0.3818456786979584,5.0,387
qmsum,0.8,adakv,45,12.658227848101266,0.5536723163841808,1,11,0.4141578844305449,6.0,394
qmsum,0.8,adakv,46,8.465608465608467,0.5536723163841808,1,11,0.4141578844305449,6.0,394
qmsum,0.8,adakv,47,2.285714285714286,0.702247191011236,1,7,0.40744978485012956,5.0,404
qmsum,0.8,adakv,48,1.1627906976744187,0.9444444444444444,1,0,0.41452775931827596,7.0,404
qmsum,0.8,adakv,49,1.1494252873563218,0.9389312977099237,1,3,0.4328488106202999,6.0,411
qmsum,0.8,ours,0,7.792207792207792,0.0,0,,0.4617332275151454,7.0,497
qmsum,0.8,ours,1,13.471502590673575,0.03636363636363636,0,55,0.46376116246746124,7.0,499
qmsum,0.8,ours,2,8.510638297872342,0.05042016806722689,0,61,0.4949934780885807,7.0,497
qmsum,0.8,ours,3,11.347517730496454,0.024096385542168676,0,10,0.4730736290346424,9.0,499
qmsum,0.8,ours,4,4.166666666666667,0.032,0,70,0.45608263374017777,7.0,499
qmsum,0.8,ours,5,3.2432432432432425,0.007246376811594203,0,100,0.499616974477968,9.0,500
qmsum,0.8,ours,6,7.51173708920188,0.5084745762711864,1,27,0.5140227303138855,9.0,498
qmsum,0.8,ours,7,3.680981595092024,0.0875,0,36,0.5012158866702254,7.0,500
qmsum,0.8,ours,8,7.142857142857142,0.18446601941747573,0,34,0.481678676112722,7.0,500
qmsum,0.8,ours,9,10.0,0.041237113402061855,0,5,0.46509612063377775,6.0,499
qmsum,0.8,ours,10,8.187134502923977,0.023255813953488372,0,8,0.47128844120343644,7.0,497
qmsum,0.8,ours,11,5.9523809523809526,0.0875,0,36,0.5012158866702254,7.0,500
qmsum,0.8,ours,12,13.592233009708737,0.045454545454545456,0,18,0.4913451449633854,8.0,499
qmsum,0.8,ours,13,8.917197452229301,0.0,0,,0.47703920009560186,9.0,500
qmsum,0.8,ours,14,19.35483870967742,0.28488372093023256,0,15,0.4749740322203613,6.0,496
qmsum,0.8,ours,15,16.0,0.046242774566473986,0,74,0.46961842613777044,7.0,500
qmsum,0.8,ours,16,12.598425196850393,0.041237113402061855,0,5,0.46509612063377775,6.0,499
qmsum,0.8,ours,17,17.11229946524064,0.023255813953488372,0,8,0.47128844120343644,7.0,497
qmsum,0.8,ours,18,4.901960784313726,0.19653179190751446,0,22,0.4685831730472115,8.0,499
qmsum,0.8,ours,19,8.91089108910891,0.0875,0,36,0.5012158866702254,7.0,500
qmsum,0.8,ours,20,13.333333333333334,0.0,0,,0.4769067240357051,6.0,496
qmsum,0.8,ours,21,9.852216748768473,0.6568047337278107,1,18,0.45410389052260763,5.0,500
qmsum,0.8,ours,22,2.45398773006135,0.007246376811594203,0,100,0.499616974477968,9.0,500
qmsum,0.8,ours,23,9.523809523809526,0.024096385542168676,0,10,0.4730736290346424,9.0,499
qmsum,0.8,ours,24,16.75392670157068,0.034482758620689655,0,4,0.4709899858488434,8.0,500
